"id","userid","class","subject","topic","subtopic","type","type1","type2","question","correct_ans","hint","opt_a","opt_b","opt_c","opt_d","status","created_at","updated_at","shape_info"
377,1,2,8,8,12,3,"","","Which number is Descending?","16, 10, 4, 0","","1, 8, 17, 20","0, 5, 6, 13","16, 10, 4, 0","0, 8, 12, 20",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
378,1,2,8,8,12,2,"","","Which number is Ascending?","8, 9, 14, 18","","17, 9, 7, 0","18, 8, 7, 4","17, 15, 5, 0","8, 9, 14, 18",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
379,1,2,8,8,12,2,"","","Which number is Ascending?","6, 10, 11, 17","","19, 18, 16, 14","18, 17, 10, 0","6, 10, 11, 17","8, 7, 2, 0",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
380,1,2,8,8,12,3,"","","Which number is Descending?","20, 15, 7, 1","","3, 8, 16, 17","5, 6, 17, 18","20, 15, 7, 1","6, 7, 14, 19",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
381,1,2,8,8,12,3,"","","Which number is Descending?","20, 14, 7, 2","","0, 5, 12, 15","2, 7, 13, 20","20, 14, 7, 2","4, 10, 18, 19",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
382,1,2,8,8,12,3,"","","Which number is Descending?","13, 12, 6, 2","","7, 11, 17, 19","0, 3, 6, 18","13, 12, 6, 2","1, 8, 14, 20",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
383,1,2,8,8,12,2,"","","Which number is Ascending?","3, 9, 10, 17","","20, 13, 4, 0","17, 8, 5, 1","17, 8, 6, 1","3, 9, 10, 17",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
384,1,2,8,8,12,2,"","","Which number is Ascending?","1, 8, 11, 20","","1, 8, 11, 20","19, 17, 1, 0","13, 5, 3, 2","11, 6, 5, 3",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
385,1,2,8,8,12,2,"","","Which number is Ascending?","8, 10, 13, 18","","13, 12, 5, 3","8, 10, 13, 18","19, 13, 9, 6","11, 8, 7, 4",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
386,1,2,8,8,12,2,"","","Which number is Ascending?","0, 3, 8, 12","","18, 14, 11, 9","0, 3, 8, 12","19, 9, 6, 3","10, 4, 3, 1",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
387,1,2,8,8,12,3,"","","Which number is Descending?","11, 9, 6, 2","","5, 7, 16, 17","1, 5, 8, 10","11, 9, 6, 2","1, 5, 16, 18",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
388,1,2,8,8,12,3,"","","Which number is Descending?","16, 12, 10, 7","","4, 5, 10, 11","16, 12, 10, 7","6, 12, 14, 19","6, 14, 15, 16",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
389,1,2,8,8,12,3,"","","Which number is Descending?","19, 13, 6, 1","","7, 14, 15, 20","19, 13, 6, 1","7, 9, 15, 16","0, 6, 7, 20",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
390,1,2,8,8,12,3,"","","Which number is Descending?","20, 18, 11, 9","","4, 9, 10, 20","20, 18, 11, 9","3, 10, 16, 19","9, 10, 11, 12",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
391,1,2,8,8,12,2,"","","Which number is Ascending?","5, 9, 16, 18","","17, 13, 11, 7","5, 9, 16, 18","11, 9, 8, 4","16, 15, 13, 11",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
392,1,2,8,8,12,3,"","","Which number is Descending?","20, 19, 17, 9","","0, 2, 9, 18","0, 8, 10, 18","20, 19, 17, 9","4, 14, 17, 18",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
393,1,2,8,8,12,3,"","","Which number is Descending?","17, 9, 8, 5","","17, 18, 19, 20","17, 9, 8, 5","0, 6, 8, 12","1, 4, 13, 18",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
394,1,2,8,8,12,2,"","","Which number is Ascending?","14, 16, 18, 19","","17, 16, 9, 3","17, 15, 12, 5","14, 16, 18, 19","17, 13, 11, 2",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
395,1,2,8,8,12,2,"","","Which number is Ascending?","5, 8, 11, 20","","17, 15, 11, 0","5, 8, 11, 20","18, 13, 10, 5","12, 9, 7, 0",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
396,1,2,8,8,12,2,"","","Which number is Ascending?","1, 8, 9, 11","","20, 18, 13, 11","16, 12, 11, 2","17, 12, 9, 4","1, 8, 9, 11",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
397,1,2,8,8,22,0,"","","What is the name of number 17?","17","","11","12","17","10",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
398,1,2,8,8,22,0,"","","What is the name of number 8?","8","","17","15","8","19",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
399,1,2,8,8,22,0,"","","What is the name of number 11?","11","","15","2","13","11",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
400,1,2,8,8,22,0,"","","What is the name of number 9?","9","","5","9","4","14",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
401,1,2,8,8,22,0,"","","What is the name of number 16?","16","","11","7","4","16",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
402,1,2,8,8,22,0,"","","What is the name of number 9?","9","","9","10","0","18",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
403,1,2,8,8,22,0,"","","What is the name of number 6?","6","","6","8","10","1",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
404,1,2,8,8,22,0,"","","What is the name of number 15?","15","","20","11","15","9",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
405,1,2,8,8,22,0,"","","What is the name of number 4?","4","","8","15","0","4",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
406,1,2,8,8,22,0,"","","What is the name of number 1?","1","","19","18","1","11",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
407,1,2,8,8,22,0,"","","What is the name of number 7?","7","","4","17","16","7",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
408,1,2,8,8,22,0,"","","What is the name of number 9?","9","","19","9","16","8",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
409,1,2,8,8,22,0,"","","What is the name of number 3?","3","","19","15","10","3",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
410,1,2,8,8,22,0,"","","What is the name of number 10?","10","","0","9","10","15",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
411,1,2,8,8,22,0,"","","What is the name of number 4?","4","","12","1","10","4",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
412,1,2,8,8,22,0,"","","What is the name of number 2?","2","","13","16","2","9",0,"2023-09-04 14:55:03","2023-09-04 14:55:03",""
413,1,2,8,8,22,0,"","","What is the name of number 8?","8","","9","13","12","8",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
414,1,2,8,8,22,0,"","","What is the name of number 2?","2","","13","1","2","7",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
415,1,2,8,8,22,0,"","","What is the name of number 16?","16","","6","16","14","2",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
416,1,2,8,8,22,0,"","","What is the name of number 8?","8","","1","8","20","6",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
417,1,2,8,8,22,0,"","","What is the name of number 16?","16","","13","5","18","16",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
418,1,2,8,8,22,0,"","","What is the name of number 3?","3","","18","6","16","3",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
419,1,2,8,8,22,0,"","","What is the name of number 11?","11","","11","12","4","5",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
420,1,2,8,8,22,0,"","","What is the name of number 2?","2","","11","8","5","2",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
421,1,2,8,8,22,0,"","","What is the name of number 12?","12","","14","1","6","12",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
422,1,2,8,8,22,0,"","","What is the name of number 0?","0","","7","10","0","15",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
423,1,2,8,8,22,0,"","","What is the name of number 18?","18","","9","7","18","11",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
424,1,2,8,8,22,0,"","","What is the name of number 13?","13","","7","13","4","9",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
425,1,2,8,8,22,0,"","","What is the name of number 3?","3","","3","10","7","20",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
426,1,2,8,8,22,0,"","","What is the name of number 9?","9","","19","18","20","9",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
427,1,2,8,8,22,0,"","","What is the name of number 14?","14","","6","14","11","10",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
428,1,2,8,8,22,0,"","","What is the name of number 9?","9","","9","19","17","1",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
429,1,2,8,8,22,0,"","","What is the name of number 2?","2","","11","4","8","2",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
430,1,2,8,8,22,0,"","","What is the name of number 8?","8","","19","5","18","8",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
431,1,2,8,8,22,0,"","","What is the name of number 2?","2","","10","2","15","9",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
432,1,2,8,8,22,0,"","","What is the name of number 14?","14","","14","0","20","5",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
433,1,2,8,8,22,0,"","","What is the name of number 18?","18","","18","4","19","1",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
434,1,2,8,8,22,0,"","","What is the name of number 10?","10","","14","12","3","10",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
435,1,2,8,8,22,0,"","","What is the name of number 18?","18","","18","1","8","10",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
436,1,2,8,8,22,0,"","","What is the name of number 16?","16","","14","7","6","16",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
437,1,2,8,8,22,0,"","","What is the name of number 4?","4","","15","4","10","0",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
438,1,2,8,8,22,0,"","","What is the name of number 1?","1","","1","7","4","13",0,"2023-09-04 14:55:04","2023-09-04 14:55:04",""
439,1,2,8,8,22,0,"","","What is the name of number 3?","3","","18","3","19","17",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
440,1,2,8,8,22,0,"","","What is the name of number 5?","5","","0","17","5","11",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
441,1,2,8,8,22,0,"","","What is the name of number 10?","10","","2","10","16","0",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
442,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","1","","5","18","1","17",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
443,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","19","","10","19","5","11",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
444,1,2,8,8,38,1,"","","Which group has more objects?","10","","5","4","9","10",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
445,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","18","","13","1","18","10",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
446,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","4","","5","4","6","14",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
447,1,2,8,8,38,1,"","","Which group has more objects?","16","","5","9","10","16",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
448,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","9","","7","5","9","8",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
449,1,2,8,8,38,0,"","","Which group has fewer objects?","13","","18","16","13","19",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
450,1,2,8,8,38,1,"","","Which group has more objects?","9","","9","7","8","2",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
451,1,2,8,8,38,1,"","","Which group has more objects?","16","","14","4","2","16",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
452,1,2,8,8,38,1,"","","Which group has more objects?","12","","12","9","5","4",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
453,1,2,8,8,38,0,"","","Which group has fewer objects?","3","","3","16","17","13",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
454,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","13","","7","8","13","11",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
455,1,2,8,8,38,1,"","","Which group has more objects?","18","","18","11","9","4",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
456,1,2,8,8,38,1,"","","Which group has more objects?","15","","9","15","5","12",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
457,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","12","","12","14","17","19",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
458,1,2,8,8,38,0,"","","Which group has fewer objects?","11","","16","17","11","19",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
459,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","20","","5","20","8","3",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
460,1,2,8,8,38,1,"","","Which group has more objects?","20","","3","15","1","20",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
461,1,2,8,8,38,3,"","","Which Shape/Object is more in the given group?","19","","10","4","19","8",0,"2023-09-04 14:55:05","2023-09-04 14:55:05",""
462,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","13","","19","13","20","17",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
463,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","14","","15","18","16","14",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
464,1,2,8,8,38,1,"","","Which group has more objects?","12","","12","2","7","6",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
465,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","1","","11","1","13","12",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
466,1,2,8,8,38,0,"","","Which group has fewer objects?","2","","2","5","17","18",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
467,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","6","","6","8","11","12",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
468,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","5","","20","6","5","10",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
469,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","3","","3","11","6","10",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
470,1,2,8,8,38,1,"","","Which group has more objects?","12","","7","2","12","3",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
471,1,2,8,8,38,2,"","","Which Shape/Object is fewer in the given group?","12","","20","12","15","14",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
472,1,2,8,8,38,0,"","","Which group has fewer objects?","2","","2","11","12","5",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
473,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","0","","0","18","6","10",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
474,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","17","","17","4","18","6",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
475,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","12","","7","15","12","13",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
476,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","3","","16","14","3","2",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
477,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","8","","7","8","3","9",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
478,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","19","","2","14","8","19",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
479,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","0","","8","0","18","4",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
480,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","20","","20","7","11","1",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
481,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","20","","17","20","19","15",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
482,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","14","","17","3","15","14",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
483,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","7","","16","7","18","14",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
484,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","7","","7","4","2","16",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
485,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","7","","14","18","7","6",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
486,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","3","","16","10","3","20",0,"2023-09-04 14:55:06","2023-09-04 14:55:06",""
487,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","14","","9","14","7","3",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
488,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","10","","5","10","11","9",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
489,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","2","","1","11","2","3",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
490,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","5","","12","8","6","5",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
491,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","8","","15","8","3","13",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
492,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","16","","16","11","15","3",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
493,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","12","","12","17","13","7",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
494,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","20","","13","3","17","20",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
495,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","19","","18","8","6","19",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
496,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","10","","17","10","7","15",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
497,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","13","","2","20","13","6",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
498,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","14","","13","19","7","14",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
499,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","4","","19","4","9","3",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
500,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","13","","4","10","20","13",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
501,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","10","","10","7","9","13",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
502,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","9","","12","8","14","9",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
503,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","4","","4","5","17","7",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
504,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","0","","0","16","6","18",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
505,1,2,8,8,42,1,"","","Which of the following number doesn't appear in skip counting of 2?","1","","4","6","8","1",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
506,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","6","","6","19","13","9",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
507,1,2,8,8,42,0,"","","Which of the following numbers appears in skip counting of 2?","20","","11","20","0","1",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
508,1,2,8,9,18,0,"","","Which object is shortest?","2","","5","2","4","3",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
509,1,2,8,9,18,0,"","","Which object is shortest?","2","","3","4","5","2",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
510,1,2,8,9,18,1,"","","Which object is longest?","5","","2","5","3","4",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
511,1,2,8,9,18,0,"","","Which object is shortest?","2","","4","5","3","2",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
512,1,2,8,9,18,1,"","","Which object is longest?","5","","5","3","4","2",0,"2023-09-04 14:55:07","2023-09-04 14:55:07",""
513,1,2,8,9,18,0,"","","Which object is shortest?","2","","3","5","2","4",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
514,1,2,8,9,18,1,"","","Which object is longest?","5","","2","4","5","3",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
515,1,2,8,9,18,0,"","","Which object is shortest?","2","","5","2","3","4",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
516,1,2,8,9,18,1,"","","Which object is longest?","5","","3","5","4","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
517,1,2,8,9,19,1,"","","Which object is tallest?","5","","3","2","4","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
518,1,2,8,9,19,1,"","","Which object is tallest?","5","","3","4","2","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
519,1,2,8,9,19,0,"","","Which object is shortest?","2","","5","4","3","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
520,1,2,8,9,19,1,"","","Which object is tallest?","5","","4","3","2","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
521,1,2,8,9,19,1,"","","Which object is tallest?","5","","4","5","3","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
522,1,2,8,9,19,0,"","","Which object is shortest?","2","","4","5","3","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
523,1,2,8,9,19,0,"","","Which object is shortest?","2","","3","2","5","4",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
524,1,2,8,9,19,1,"","","Which object is tallest?","5","","5","3","2","4",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
525,1,2,8,9,19,1,"","","Which object is tallest?","5","","2","4","3","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
526,1,2,8,9,19,1,"","","Which object is tallest?","5","","5","4","2","3",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
527,1,2,8,9,19,0,"","","Which object is shortest?","2","","5","2","3","4",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
528,1,2,8,9,19,0,"","","Which object is shortest?","2","","3","4","5","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
529,1,2,8,9,20,1,"","","Which object is wideest?","5","","3","4","2","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
530,1,2,8,9,20,0,"","","Which object is narrowest?","2","","4","5","2","3",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
531,1,2,8,9,20,0,"","","Which object is narrowest?","2","","4","2","5","3",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
532,1,2,8,9,20,0,"","","Which object is narrowest?","2","","5","3","4","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
533,1,2,8,9,20,1,"","","Which object is wideest?","5","","3","2","4","5",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
534,1,2,8,9,20,0,"","","Which object is narrowest?","2","","3","5","4","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
535,1,2,8,9,21,0,"","","Which object is lightest?","2","","4","10","5","2",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
536,1,2,8,9,21,1,"","","Which object is heaviest?","10","","8","5","7","10",0,"2023-09-04 14:55:08","2023-09-04 14:55:08",""
537,1,2,8,9,21,0,"","","Which object is lightest?","1","","1","8","5","4",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
538,1,2,8,9,21,0,"","","Which object is lightest?","2","","6","2","9","10",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
539,1,2,8,9,21,1,"","","Which object is heaviest?","10","","9","1","10","7",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
540,1,2,8,9,21,1,"","","Which object is heaviest?","8","","1","8","4","6",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
541,1,2,8,9,21,1,"","","Which object is heaviest?","9","","9","3","6","2",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
542,1,2,8,9,21,0,"","","Which object is lightest?","1","","8","2","6","1",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
543,1,2,8,9,21,1,"","","Which object is heaviest?","6","","3","6","2","1",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
544,1,2,8,9,21,0,"","","Which object is lightest?","7","","10","9","7","8",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
545,1,2,8,9,21,0,"","","Which object is lightest?","3","","3","8","10","7",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
546,1,2,8,9,21,1,"","","Which object is heaviest?","6","","1","6","5","4",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
547,1,2,8,9,21,0,"","","Which object is lightest?","1","","4","5","1","3",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
548,1,2,8,9,21,1,"","","Which object is heaviest?","6","","6","3","4","5",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
549,1,2,8,9,21,1,"","","Which object is heaviest?","5","","5","2","4","3",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
550,1,2,8,9,21,0,"","","Which object is lightest?","2","","9","8","2","7",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
551,1,2,8,9,21,1,"","","Which object is heaviest?","6","","1","5","6","2",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
552,1,2,8,9,21,0,"","","Which object is lightest?","7","","10","9","8","7",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
553,1,2,8,9,21,1,"","","Which object is heaviest?","8","","8","2","5","3",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
554,1,2,8,9,21,0,"","","Which object is lightest?","1","","2","7","4","1",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
555,1,2,8,9,21,1,"","","Which object is heaviest?","6","","2","1","6","5",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
556,1,2,8,9,21,0,"","","Which object is lightest?","2","","8","2","9","10",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
557,1,2,8,9,21,0,"","","Which object is lightest?","1","","7","3","9","1",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
558,1,2,8,9,21,1,"","","Which object is heaviest?","9","","5","3","9","6",0,"2023-09-04 14:55:09","2023-09-04 14:55:09",""
